[2026-04-14T14:50:42.148-07:00] Buck UI: https://www.internalfb.com/buck2/0a407220-9b53-4244-8455-8790ab80a894
[2026-04-14T14:50:42.285-07:00] Network: Up: 0B  Down: 0B
BUILD SUCCEEDED - starting your binary
WARNING:root:===========[FB_TRITON]=========== Triton Version: 3.5.0+fb
INFO:2026-04-14 14:50:51 320032:320032 CuptiCallbackApi.cpp:69] Callback: domain = 3, cbid = 1
INFO:2026-04-14 14:50:51 320032:320032 CuptiActivityProfiler.cpp:93] CUDA versions. CUPTI: 22; Runtime: 12040; Driver: 12040
INFO:2026-04-14 14:50:51 320032:321807 FBConfig.cpp:330] Perfetto builder enabled: 1
INFO:2026-04-14 14:50:51 320032:321807 DynoConfigLoader.cpp:61] Setting communication fabric enabled = 0
INFO:2026-04-14 14:50:51 320032:321807 DynoConfigLoader.cpp:61] Setting communication fabric enabled = 0
[step 00100] eval_success_rate=0.000 eval_mean_return=-19.108 eval_invalid_action_rate=0.655
[step 00200] eval_success_rate=0.000 eval_mean_return=-18.672 eval_invalid_action_rate=0.760
[step 00300] eval_success_rate=0.000 eval_mean_return=-18.622 eval_invalid_action_rate=0.700
[step 00400] eval_success_rate=0.000 eval_mean_return=-18.840 eval_invalid_action_rate=0.600
[step 00500] eval_success_rate=0.000 eval_mean_return=-18.974 eval_invalid_action_rate=0.560
[step 00600] eval_success_rate=0.000 eval_mean_return=-18.890 eval_invalid_action_rate=0.560
[step 00700] eval_success_rate=0.000 eval_mean_return=-18.890 eval_invalid_action_rate=0.560
[step 00800] eval_success_rate=0.000 eval_mean_return=-18.554 eval_invalid_action_rate=0.640
[step 00900] eval_success_rate=0.000 eval_mean_return=-18.319 eval_invalid_action_rate=0.700
[step 01000] eval_success_rate=0.000 eval_mean_return=-18.454 eval_invalid_action_rate=0.660
[step 01000] checkpoint=/home/buiksat/trm_bellman/results/neurips2026/external_hard4x4_20k/a2c/seed3/model_step_1000.zip
[step 01100] eval_success_rate=0.000 eval_mean_return=-18.689 eval_invalid_action_rate=0.600
[step 01200] eval_success_rate=0.000 eval_mean_return=-18.840 eval_invalid_action_rate=0.599
[step 01300] eval_success_rate=0.000 eval_mean_return=-18.689 eval_invalid_action_rate=0.600
[step 01400] eval_success_rate=0.000 eval_mean_return=-18.286 eval_invalid_action_rate=0.720
[step 01500] eval_success_rate=0.000 eval_mean_return=-18.286 eval_invalid_action_rate=0.720
[step 01600] eval_success_rate=0.000 eval_mean_return=-18.470 eval_invalid_action_rate=0.679
[step 01700] eval_success_rate=0.000 eval_mean_return=-18.252 eval_invalid_action_rate=0.720
[step 01800] eval_success_rate=0.000 eval_mean_return=-18.386 eval_invalid_action_rate=0.699
[step 01900] eval_success_rate=0.000 eval_mean_return=-18.571 eval_invalid_action_rate=0.640
[step 02000] eval_success_rate=0.000 eval_mean_return=-18.168 eval_invalid_action_rate=0.760
[step 02000] checkpoint=/home/buiksat/trm_bellman/results/neurips2026/external_hard4x4_20k/a2c/seed3/model_step_2000.zip
[step 02100] eval_success_rate=0.000 eval_mean_return=-18.168 eval_invalid_action_rate=0.760
[step 02200] eval_success_rate=0.000 eval_mean_return=-17.983 eval_invalid_action_rate=0.880
