algorithm,seed,step,success_rate,mean_score,solved_count,total_episodes,filled_mean,violations_mean,zero_cand_mean,run_id
no_contraction,123,5900,0.18,13.34,9,50,13.34,0.0,0.0,123_20260109_214022
no_contraction,123,6000,0.28,13.78,14,50,13.78,0.0,0.0,123_20260109_214022
no_contraction,123,6100,0.18,13.42,9,50,13.42,0.0,0.0,123_20260109_214022
no_contraction,123,6200,0.22,13.3,11,50,13.3,0.0,0.0,123_20260109_214022
no_contraction,123,6300,0.22,13.48,11,50,13.48,0.0,0.0,123_20260109_214022
no_contraction,123,6400,0.26,13.44,13,50,13.44,0.0,0.0,123_20260109_214022
no_contraction,123,6500,0.3,13.44,15,50,13.44,0.0,0.0,123_20260109_214022
no_contraction,123,6600,0.24,13.8,12,50,13.8,0.0,0.0,123_20260109_214022
no_contraction,123,6700,0.28,13.8,14,50,13.8,0.0,0.0,123_20260109_214022
no_contraction,123,6800,0.26,13.8,13,50,13.8,0.0,0.0,123_20260109_214022
no_contraction,123,6900,0.3,13.62,15,50,13.62,0.0,0.0,123_20260109_214022
no_contraction,123,7000,0.32,13.92,16,50,13.92,0.0,0.0,123_20260109_214022
no_contraction,123,7100,0.34,13.66,17,50,13.66,0.0,0.0,123_20260109_214022
no_contraction,123,7200,0.3,13.8,15,50,13.8,0.0,0.0,123_20260109_214022
no_contraction,123,7300,0.34,13.66,17,50,13.66,0.0,0.0,123_20260109_214022
no_contraction,123,7400,0.36,13.62,18,50,13.62,0.0,0.0,123_20260109_214022
no_contraction,123,7500,0.36,13.68,18,50,13.68,0.0,0.0,123_20260109_214022
no_contraction,123,7600,0.36,13.82,18,50,13.82,0.0,0.0,123_20260109_214022
no_contraction,123,7700,0.36,14.06,18,50,14.06,0.0,0.0,123_20260109_214022
no_contraction,123,7800,0.32,13.78,16,50,13.78,0.0,0.0,123_20260109_214022
no_contraction,123,7900,0.32,13.56,16,50,13.56,0.0,0.0,123_20260109_214022
no_contraction,123,8000,0.34,13.66,17,50,13.66,0.0,0.0,123_20260109_214022
no_contraction,123,8100,0.32,13.56,16,50,13.56,0.0,0.0,123_20260109_214022
no_contraction,123,8200,0.28,13.46,14,50,13.46,0.0,0.0,123_20260109_214022
no_contraction,123,8300,0.24,13.66,12,50,13.66,0.0,0.0,123_20260109_214022
no_contraction,123,8400,0.24,13.64,12,50,13.64,0.0,0.0,123_20260109_214022
no_contraction,123,8500,0.16,13.84,8,50,13.84,0.0,0.0,123_20260109_214022
no_contraction,123,8600,0.24,13.3,12,50,13.3,0.0,0.0,123_20260109_214022
no_contraction,123,8700,0.18,13.62,9,50,13.62,0.0,0.0,123_20260109_214022
no_contraction,123,8800,0.2,13.62,10,50,13.62,0.0,0.0,123_20260109_214022
no_contraction,123,8900,0.18,13.8,9,50,13.8,0.0,0.0,123_20260109_214022
no_contraction,123,9000,0.14,13.58,7,50,13.58,0.0,0.0,123_20260109_214022
no_contraction,123,9100,0.08,13.64,4,50,13.64,0.0,0.0,123_20260109_214022
no_contraction,123,9200,0.12,13.54,6,50,13.54,0.0,0.0,123_20260109_214022
no_contraction,123,9300,0.12,13.66,6,50,13.66,0.0,0.0,123_20260109_214022
no_contraction,123,9400,0.18,13.8,9,50,13.8,0.0,0.0,123_20260109_214022
no_contraction,123,9500,0.16,13.5,8,50,13.5,0.0,0.0,123_20260109_214022
no_contraction,123,9600,0.08,13.74,4,50,13.74,0.0,0.0,123_20260109_214022
no_contraction,123,9700,0.26,14.52,13,50,14.52,0.0,0.0,123_20260109_214022
no_contraction,123,9800,0.18,14.18,9,50,14.18,0.0,0.0,123_20260109_214022
no_contraction,123,9900,0.24,13.72,12,50,13.72,0.0,0.0,123_20260109_214022
no_contraction,123,10000,0.24,14.1,12,50,14.1,0.0,0.0,123_20260109_214022
no_contraction,123,10100,0.24,14.3,12,50,14.3,0.0,0.0,123_20260109_214022
no_contraction,123,10200,0.36,14.66,18,50,14.66,0.0,0.0,123_20260109_214022
no_contraction,123,10300,0.32,14.38,16,50,14.5,0.06,0.0,123_20260109_214022
no_contraction,123,10400,0.32,14.5,16,50,14.62,0.06,0.0,123_20260109_214022
no_contraction,123,10500,0.42,14.44,21,50,14.56,0.06,0.0,123_20260109_214022
no_contraction,123,10600,0.36,14.76,18,50,14.76,0.0,0.0,123_20260109_214022
no_contraction,123,10700,0.42,14.62,21,50,14.62,0.0,0.0,123_20260109_214022
no_contraction,123,10800,0.48,14.56,24,50,14.56,0.0,0.0,123_20260109_214022
no_contraction,123,10900,0.44,14.6,22,50,14.6,0.0,0.0,123_20260109_214022
no_contraction,123,11000,0.46,14.74,23,50,14.74,0.0,0.0,123_20260109_214022
no_contraction,123,11100,0.34,14.5,17,50,14.5,0.0,0.0,123_20260109_214022
no_contraction,123,11200,0.34,14.52,17,50,14.52,0.0,0.0,123_20260109_214022
no_contraction,123,11300,0.42,14.48,21,50,14.48,0.0,0.0,123_20260109_214022
