step,seed,success_rate,mean_score
6500,456,0.0,0.28
6600,456,0.0,0.76
6700,456,0.0,2.3
6800,456,0.0,1.96
6900,456,0.0,2.52
7000,456,0.0,2.34
7100,456,0.0,2.64
7200,456,0.0,3.2
7300,456,0.0,3.9
7400,456,0.0,4.2
7500,456,0.0,4.5
7600,456,0.0,4.4
7700,456,0.0,4.66
7800,456,0.0,4.54
7900,456,0.0,4.52
8000,456,0.0,4.44
8100,456,0.0,4.12
8200,456,0.0,4.38
8300,456,0.0,4.38
8400,456,0.0,2.26
8500,456,0.0,2.66
8600,456,0.0,2.0
8700,456,0.0,2.28
8800,456,0.0,1.14
8900,456,0.0,1.12
9000,456,0.0,1.0
9100,456,0.0,1.7
9200,456,0.0,1.46
9300,456,0.0,1.52
9400,456,0.0,1.38
9500,456,0.0,1.36
9600,456,0.0,1.56
9700,456,0.0,1.74
9800,456,0.0,1.98
9900,456,0.0,1.62
10000,456,0.0,-0.02
10100,456,0.0,-0.14
10200,456,0.0,0.96
10300,456,0.0,0.38
10400,456,0.0,0.56
10500,456,0.0,1.52
10600,456,0.0,1.86
10700,456,0.0,2.38
10800,456,0.0,2.4
10900,456,0.0,2.46
11000,456,0.0,2.56
11100,456,0.0,2.1
11200,456,0.0,2.42
11300,456,0.0,2.7
11400,456,0.0,2.14
11500,456,0.0,1.78
11600,456,0.0,1.62
11700,456,0.0,1.12
11800,456,0.0,1.04
11900,456,0.0,0.2
12000,456,0.0,-1.02
12100,456,0.0,-0.96
12200,456,0.0,-0.06
12300,456,0.0,0.26
12400,456,0.0,0.76
12500,456,0.0,1.26
12600,456,0.0,1.42
12700,456,0.0,1.98
12800,456,0.0,1.46
12900,456,0.0,0.98
13000,456,0.0,1.4
13100,456,0.0,2.14
13200,456,0.0,2.74
13300,456,0.0,2.12
13400,456,0.0,2.3
13500,456,0.0,2.5
13600,456,0.0,3.08
13700,456,0.0,3.22
13800,456,0.0,3.8
13900,456,0.0,3.94
14000,456,0.0,3.9
14100,456,0.0,4.58
14200,456,0.0,4.34
14300,456,0.0,4.78
14400,456,0.0,4.74
14500,456,0.0,4.6
14600,456,0.0,4.8
14700,456,0.0,5.0
14800,456,0.0,5.2
14900,456,0.0,5.34
15000,456,0.0,5.24
15100,456,0.0,5.58
15200,456,0.0,5.72
15300,456,0.0,6.1
15400,456,0.0,6.2
15500,456,0.0,6.1
15600,456,0.0,5.96
15700,456,0.0,5.96
15800,456,0.0,6.2
15900,456,0.0,5.96
16000,456,0.0,6.08
16100,456,0.0,6.3
16200,456,0.0,6.68
16300,456,0.0,6.48
16400,456,0.0,6.5
16500,456,0.0,6.72
16600,456,0.0,6.82
16700,456,0.0,6.7
16800,456,0.0,6.8
16900,456,0.0,6.66
17000,456,0.0,6.76
17100,456,0.0,6.66
17200,456,0.0,6.8
17300,456,0.0,6.9
17400,456,0.0,6.88
17500,456,0.0,6.78
17600,456,0.0,6.88
17700,456,0.0,6.9
17800,456,0.0,6.9
17900,456,0.0,6.9
18000,456,0.0,6.82
18100,456,0.0,6.84
18200,456,0.0,6.92
18300,456,0.0,6.92
18400,456,0.0,6.66
18500,456,0.0,7.04
18600,456,0.0,7.04
18700,456,0.0,7.14
18800,456,0.0,7.14
18900,456,0.0,7.1
19000,456,0.0,7.1
