step,seed,success_rate,mean_score
1600,123,0.0,10.0
1700,123,0.0,9.96
1800,123,0.0,10.08
1900,123,0.0,10.04
2000,123,0.0,10.08
2100,123,0.0,10.1
2200,123,0.0,10.0
2300,123,0.0,10.02
2400,123,0.0,10.04
2500,123,0.0,9.92
2600,123,0.0,9.96
2700,123,0.0,10.06
2800,123,0.0,10.02
2900,123,0.0,9.98
3000,123,0.0,10.02
3100,123,0.0,10.04
3200,123,0.0,10.06
3300,123,0.0,10.02
3400,123,0.0,10.12
3500,123,0.0,10.02
3600,123,0.0,10.08
3700,123,0.0,10.0
3800,123,0.0,10.06
3900,123,0.0,10.1
4000,123,0.0,10.14
4100,123,0.0,10.04
4200,123,0.0,10.08
4300,123,0.0,10.2
4400,123,0.0,10.16
4500,123,0.0,10.26
4600,123,0.0,10.14
4700,123,0.0,10.2
4800,123,0.0,10.18
4900,123,0.0,10.2
5000,123,0.0,10.26
5100,123,0.0,10.34
5200,123,0.0,10.4
5300,123,0.0,10.32
5400,123,0.0,10.44
5500,123,0.0,10.5
5600,123,0.0,10.58
5700,123,0.0,10.2
5800,123,0.0,10.34
5900,123,0.0,10.56
6000,123,0.0,10.56
6100,123,0.0,10.44
6200,123,0.0,10.68
6300,123,0.0,10.44
6400,123,0.0,10.38
6500,123,0.0,10.34
6600,123,0.0,9.9
6700,123,0.0,7.56
6800,123,0.0,5.98
6900,123,0.0,5.18
7000,123,0.0,5.18
7100,123,0.0,5.18
7200,123,0.0,5.18
7300,123,0.0,5.42
7400,123,0.0,5.42
7500,123,0.0,5.5
7600,123,0.0,5.5
7700,123,0.0,5.38
7800,123,0.0,5.38
7900,123,0.0,5.38
8000,123,0.0,5.38
8100,123,0.0,5.38
8200,123,0.0,5.38
8300,123,0.0,5.46
8400,123,0.0,5.52
8500,123,0.0,5.52
8600,123,0.0,5.52
8700,123,0.0,5.48
8800,123,0.0,5.48
8900,123,0.0,5.48
9000,123,0.0,5.48
9100,123,0.0,5.48
9200,123,0.0,5.76
9300,123,0.0,5.76
9400,123,0.0,5.76
9500,123,0.0,5.76
9600,123,0.0,5.94
9700,123,0.0,6.46
9800,123,0.0,6.38
9900,123,0.0,6.32
10000,123,0.0,6.62
10100,123,0.0,6.36
10200,123,0.0,6.16
10300,123,0.0,6.28
10400,123,0.0,6.06
10500,123,0.0,6.12
10600,123,0.0,5.84
10700,123,0.0,5.52
10800,123,0.0,5.34
10900,123,0.0,5.46
11000,123,0.0,5.52
11100,123,0.0,5.36
11200,123,0.0,4.76
11300,123,0.0,5.16
11400,123,0.0,5.34
11500,123,0.0,5.26
11600,123,0.0,5.36
11700,123,0.0,5.34
11800,123,0.0,5.34
11900,123,0.0,5.52
12000,123,0.0,5.52
12100,123,0.0,5.58
12200,123,0.0,5.58
12300,123,0.0,5.4
12400,123,0.0,5.52
12500,123,0.0,6.0
12600,123,0.0,6.52
12700,123,0.0,6.52
12800,123,0.0,6.52
12900,123,0.0,6.06
13000,123,0.0,6.06
13100,123,0.0,6.06
13200,123,0.0,6.06
13300,123,0.0,6.06
13400,123,0.0,6.06
13500,123,0.0,6.06
13600,123,0.0,6.06
13700,123,0.0,5.82
13800,123,0.0,6.2
13900,123,0.0,6.96
14000,123,0.0,6.96
14100,123,0.0,6.76
14200,123,0.0,6.86
14300,123,0.0,6.62
14400,123,0.0,6.88
14500,123,0.0,6.62
14600,123,0.0,6.74
14700,123,0.0,6.78
14800,123,0.0,6.88
14900,123,0.0,6.9
15000,123,0.0,6.94
15100,123,0.0,6.98
15200,123,0.0,6.76
15300,123,0.0,6.96
15400,123,0.0,7.26
15500,123,0.0,7.06
15600,123,0.0,7.38
15700,123,0.0,7.38
15800,123,0.0,7.44
15900,123,0.0,7.44
16000,123,0.0,7.44
16100,123,0.0,7.38
16200,123,0.0,7.3
16300,123,0.0,7.3
16400,123,0.0,7.3
16500,123,0.0,7.26
16600,123,0.0,7.38
16700,123,0.0,7.38
16800,123,0.0,7.38
16900,123,0.0,7.38
17000,123,0.0,7.38
17100,123,0.0,7.38
17200,123,0.0,7.38
17300,123,0.0,7.34
17400,123,0.0,7.38
17500,123,0.0,7.38
17600,123,0.0,7.38
17700,123,0.0,7.38
17800,123,0.0,7.38
17900,123,0.0,7.38
18000,123,0.0,7.38
18100,123,0.0,7.38
18200,123,0.0,7.38
18300,123,0.0,7.38
18400,123,0.0,7.38
18500,123,0.0,7.38
18600,123,0.0,7.38
18700,123,0.0,7.38
18800,123,0.0,7.38
18900,123,0.0,7.38
19000,123,0.0,7.38
19100,123,0.0,7.38
19200,123,0.0,7.38
19300,123,0.0,7.38
19400,123,0.0,7.38
19500,123,0.0,7.38
19600,123,0.0,7.34
19700,123,0.0,7.34
19800,123,0.0,7.34
19900,123,0.0,7.34
20000,123,0.0,7.34
100,456,0.0,5.54
200,456,0.0,7.96
300,456,0.0,8.62
400,456,0.0,8.54
500,456,0.0,9.2
600,456,0.0,8.12
700,456,0.0,7.96
800,456,0.0,6.98
900,456,0.0,5.2
1000,456,0.0,3.98
1100,456,0.0,4.4
1200,456,0.0,4.4
1300,456,0.0,4.4
1400,456,0.0,4.6
1500,456,0.0,4.6
1600,456,0.0,4.8
1700,456,0.0,4.8
1800,456,0.0,4.8
1900,456,0.0,4.8
2000,456,0.0,4.8
2100,456,0.0,4.8
2200,456,0.0,4.8
2300,456,0.0,4.8
2400,456,0.0,4.8
2500,456,0.0,4.8
2600,456,0.0,4.8
2700,456,0.0,4.8
2800,456,0.0,4.8
2900,456,0.0,4.8
3000,456,0.0,4.8
3100,456,0.0,4.8
3200,456,0.0,4.8
3300,456,0.0,5.04
3400,456,0.0,5.4
3500,456,0.0,4.68
3600,456,0.0,4.8
3700,456,0.0,5.04
3800,456,0.0,4.76
3900,456,0.0,4.76
4000,456,0.0,4.76
4100,456,0.0,4.76
4200,456,0.0,4.76
4300,456,0.0,4.76
4400,456,0.0,4.76
4500,456,0.0,4.76
4600,456,0.0,4.76
4700,456,0.0,4.76
4800,456,0.0,4.76
4900,456,0.0,4.76
5000,456,0.0,4.76
5100,456,0.0,4.76
5200,456,0.0,4.76
5300,456,0.0,4.76
5400,456,0.0,4.76
5500,456,0.0,4.76
5600,456,0.0,4.76
5700,456,0.0,4.76
5800,456,0.0,4.76
5900,456,0.0,4.76
6000,456,0.0,4.76
6100,456,0.0,4.76
6200,456,0.0,4.76
6300,456,0.0,4.76
6400,456,0.0,4.76
6500,456,0.0,4.76
6600,456,0.0,4.76
6700,456,0.0,4.76
6800,456,0.0,4.76
6900,456,0.0,4.76
7000,456,0.0,4.76
7100,456,0.0,4.76
7200,456,0.0,4.76
7300,456,0.0,4.76
7400,456,0.0,4.76
7500,456,0.0,4.76
7600,456,0.0,4.76
7700,456,0.0,5.34
7800,456,0.0,6.34
7900,456,0.0,6.52
8000,456,0.0,6.42
8100,456,0.0,6.42
8200,456,0.0,6.72
8300,456,0.0,6.96
8400,456,0.0,7.26
8500,456,0.0,6.56
8600,456,0.0,5.92
8700,456,0.0,4.96
8800,456,0.0,5.64
8900,456,0.0,5.6
9000,456,0.0,5.56
9100,456,0.0,5.56
9200,456,0.0,5.56
9300,456,0.0,5.56
9400,456,0.0,5.2
9500,456,0.0,4.96
9600,456,0.0,4.96
9700,456,0.0,4.96
9800,456,0.0,4.96
9900,456,0.0,4.96
10000,456,0.0,5.04
10100,456,0.0,5.0
10200,456,0.0,5.0
10300,456,0.0,5.0
10400,456,0.0,5.0
10500,456,0.0,5.0
10600,456,0.0,5.0
10700,456,0.0,5.0
10800,456,0.0,5.0
10900,456,0.0,5.0
11000,456,0.0,5.0
11100,456,0.0,5.0
11200,456,0.0,5.0
11300,456,0.0,5.0
11400,456,0.0,5.0
11500,456,0.0,5.0
11600,456,0.0,5.0
11700,456,0.0,5.0
11800,456,0.0,5.0
11900,456,0.0,5.0
12000,456,0.0,5.0
12100,456,0.0,5.0
12200,456,0.0,5.0
12300,456,0.0,5.0
12400,456,0.0,5.0
12500,456,0.0,5.0
12600,456,0.0,5.0
12700,456,0.0,5.0
12800,456,0.0,5.0
12900,456,0.0,5.0
13000,456,0.0,5.0
13100,456,0.0,5.0
13200,456,0.0,5.0
13300,456,0.0,5.0
13400,456,0.0,5.0
13500,456,0.0,5.0
13600,456,0.0,4.84
13700,456,0.0,4.96
13800,456,0.0,4.96
13900,456,0.0,4.96
14000,456,0.0,4.96
14100,456,0.0,4.96
14200,456,0.0,4.96
14300,456,0.0,4.96
14400,456,0.0,4.96
14500,456,0.0,5.2
14600,456,0.0,5.2
14700,456,0.0,5.2
14800,456,0.0,5.2
14900,456,0.0,5.2
15000,456,0.0,5.2
15100,456,0.0,5.2
15200,456,0.0,5.2
15300,456,0.0,5.2
15400,456,0.0,5.2
15500,456,0.0,5.2
15600,456,0.0,5.2
