step,seed,success_rate,mean_score
4700,123,0.0,10.0
4800,123,0.0,10.0
4900,123,0.0,10.0
5000,123,0.0,10.0
5100,123,0.0,10.0
5200,123,0.0,10.0
5300,123,0.0,10.0
5400,123,0.0,9.76
5500,123,0.0,8.68
5600,123,0.0,8.6
5700,123,0.0,6.34
5800,123,0.0,5.88
5900,123,0.0,5.08
6000,123,0.0,5.8
6100,123,0.0,5.62
6200,123,0.0,5.58
6300,123,0.0,5.58
6400,123,0.0,5.58
6500,123,0.0,5.54
6600,123,0.0,5.32
6700,123,0.0,5.4
6800,123,0.0,5.3
6900,123,0.0,5.56
7000,123,0.0,5.44
7100,123,0.0,5.44
7200,123,0.0,5.68
7300,123,0.0,5.02
7400,123,0.0,5.04
7500,123,0.0,4.52
7600,123,0.0,4.66
7700,123,0.0,4.66
7800,123,0.0,4.66
7900,123,0.0,4.66
8000,123,0.0,5.8
8100,123,0.0,5.88
8200,123,0.0,6.32
8300,123,0.0,6.7
8400,123,0.0,6.78
8500,123,0.0,5.82
8600,123,0.0,5.54
8700,123,0.0,5.5
8800,123,0.0,5.5
8900,123,0.0,5.5
9000,123,0.0,5.5
9100,123,0.0,5.5
9200,123,0.0,5.5
9300,123,0.0,5.5
9400,123,0.0,5.5
9500,123,0.0,5.5
9600,123,0.0,5.5
9700,123,0.0,5.78
9800,123,0.0,6.06
9900,123,0.0,6.08
10000,123,0.0,6.08
10100,123,0.0,5.76
10200,123,0.0,5.76
10300,123,0.0,5.8
10400,123,0.0,5.62
10500,123,0.0,5.34
10600,123,0.0,5.38
10700,123,0.0,6.38
10800,123,0.0,6.3
10900,123,0.0,6.3
11000,123,0.0,6.3
11100,123,0.0,6.3
11200,123,0.0,6.3
11300,123,0.0,6.3
11400,123,0.0,6.3
11500,123,0.0,5.68
11600,123,0.0,5.16
11700,123,0.0,5.28
11800,123,0.0,5.2
11900,123,0.0,5.2
12000,123,0.0,5.2
12100,123,0.0,5.2
12200,123,0.0,5.2
12300,123,0.0,5.2
12400,123,0.0,5.2
12500,123,0.0,5.2
12600,123,0.0,5.38
12700,123,0.0,5.02
12800,123,0.0,4.9
12900,123,0.0,4.9
13000,123,0.0,4.7
13100,123,0.0,5.04
13200,123,0.0,5.04
13300,123,0.0,5.04
13400,123,0.0,5.66
13500,123,0.0,5.66
13600,123,0.0,5.66
13700,123,0.0,5.46
13800,123,0.0,5.66
13900,123,0.0,5.3
14000,123,0.0,5.46
14100,123,0.0,5.6
14200,123,0.0,5.84
