condition,step,V_mean,target_mean,reward_mean,success_rate,mean_score
1_no_contraction_seed42,10,0.15,-14.64,-7.534,,
1_no_contraction_seed42,20,-0.22,-10.1,-5.163,,
1_no_contraction_seed42,30,-0.68,-13.42,-6.912,,
1_no_contraction_seed42,40,-1.47,-10.9,-5.654,,
1_no_contraction_seed42,50,-2.5,-12.93,-6.61,0.0,5.862
1_no_contraction_seed42,60,-3.81,-10.44,-5.344,,
1_no_contraction_seed42,70,-5.37,-11.71,-5.915,,
1_no_contraction_seed42,80,-7.48,-14.69,-7.425,,
1_no_contraction_seed42,90,-9.41,-10.27,-5.086,,
1_no_contraction_seed42,100,-11.19,-10.86,-5.235,0.0,5.925
1_no_contraction_seed42,110,-12.15,-13.87,-6.847,,
1_no_contraction_seed42,120,-12.82,-12.32,-5.912,,
1_no_contraction_seed42,130,-13.49,-15.09,-7.288,,
1_no_contraction_seed42,140,-12.78,-12.23,-5.537,,
1_no_contraction_seed42,150,-11.46,-11.65,-5.044,0.0,6.037
1_no_contraction_seed42,160,-14.47,-14.53,-6.778,,
1_no_contraction_seed42,170,-15.64,-15.73,-7.408,,
1_no_contraction_seed42,180,-14.84,-13.58,-5.811,,
1_no_contraction_seed42,190,-14.72,-16.02,-7.431,,
1_no_contraction_seed42,200,-15.87,-17.01,-8.144,0.0,6.013
1_no_contraction_seed42,210,-15.03,-15.44,-6.896,,
1_no_contraction_seed42,220,-14.73,-15.26,-6.539,,
1_no_contraction_seed42,230,-15.92,-15.41,-6.504,,
1_no_contraction_seed42,240,-15.01,-15.4,-6.393,,
1_no_contraction_seed42,250,-15.77,-15.83,-6.652,0.0,5.95
1_no_contraction_seed42,260,-16.26,-16.46,-7.137,,
1_no_contraction_seed42,270,-15.44,-15.92,-6.47,,
1_no_contraction_seed42,280,-15.13,-16.04,-6.425,,
1_no_contraction_seed42,290,-17.9,-16.19,-6.855,,
1_no_contraction_seed42,300,-16.37,-17.1,-7.413,0.0,5.925
1_no_contraction_seed42,310,-17.24,-17.53,-7.802,,
1_no_contraction_seed42,320,-16.79,-16.38,-6.257,,
1_no_contraction_seed42,330,-15.73,-16.4,-6.241,,
1_no_contraction_seed42,340,-16.55,-15.66,-5.128,,
1_no_contraction_seed42,350,-16.9,-16.66,-6.914,0.0,5.925
1_no_contraction_seed42,360,-15.97,-16.73,-6.112,,
1_no_contraction_seed42,370,-17.64,-17.39,-7.084,,
1_no_contraction_seed42,380,-16.73,-16.79,-6.32,,
1_no_contraction_seed42,390,-15.45,-16.72,-6.294,,
1_no_contraction_seed42,400,-17.01,-16.15,-5.312,0.0,5.925
1_no_contraction_seed42,410,-17.89,-17.77,-7.27,,
1_no_contraction_seed42,420,-16.86,-17.41,-6.6,,
1_no_contraction_seed42,430,-17.44,-16.41,-5.254,,
1_no_contraction_seed42,440,-17.62,-17.53,-7.31,,
1_no_contraction_seed42,450,-18.38,-18.79,-8.384,0.0,5.925
1_no_contraction_seed42,460,-16.75,-17.0,-5.613,,
1_no_contraction_seed42,470,-17.46,-17.92,-7.563,,
1_no_contraction_seed42,480,-17.46,-17.76,-6.192,,
1_no_contraction_seed42,490,-17.45,-17.49,-6.309,,
1_no_contraction_seed42,500,-17.7,-17.45,-6.299,0.0,5.925
1_no_contraction_seed42,510,-18.02,-17.9,-6.753,,
1_no_contraction_seed42,520,-16.76,-17.96,-6.351,,
1_no_contraction_seed42,530,-18.98,-18.31,-6.749,,
1_no_contraction_seed42,540,-17.34,-17.89,-5.995,,
1_no_contraction_seed42,550,-18.83,-18.4,-6.542,0.0,5.925
1_no_contraction_seed42,560,-18.43,-18.64,-6.681,,
1_no_contraction_seed42,570,-17.63,-17.92,-5.443,,
1_no_contraction_seed42,580,-17.81,-18.02,-4.641,,
1_no_contraction_seed42,590,-19.05,-18.31,-7.267,,
1_no_contraction_seed42,600,-18.39,-18.18,-5.032,0.0,5.925
1_no_contraction_seed42,610,-18.28,-18.0,-5.87,,
1_no_contraction_seed42,620,-18.62,-18.92,-7.948,,
1_no_contraction_seed42,630,-19.46,-18.48,-6.287,,
1_no_contraction_seed42,640,-18.88,-18.31,-5.856,,
1_no_contraction_seed42,650,-18.51,-18.71,-6.614,0.0,5.925
1_no_contraction_seed42,660,-18.46,-19.03,-8.311,,
1_no_contraction_seed42,670,-18.83,-18.56,-5.065,,
1_no_contraction_seed42,680,-18.56,-18.63,-6.673,,
1_no_contraction_seed42,690,-18.47,-18.59,-6.275,,
1_no_contraction_seed42,700,-18.94,-18.53,-6.378,0.0,5.925
1_no_contraction_seed42,710,-18.96,-18.87,-6.671,,
1_no_contraction_seed42,720,-18.79,-18.71,-6.333,,
1_no_contraction_seed42,730,-19.22,-18.78,-6.032,,
1_no_contraction_seed42,740,-18.54,-18.85,-6.608,,
1_no_contraction_seed42,750,-18.43,-18.65,-5.426,0.0,5.925
1_no_contraction_seed42,760,-19.27,-18.87,-6.963,,
1_no_contraction_seed42,770,-19.32,-18.97,-6.313,,
1_no_contraction_seed42,780,-18.97,-18.83,-7.213,,
1_no_contraction_seed42,790,-18.82,-19.16,-7.012,,
1_no_contraction_seed42,800,-19.69,-19.18,-8.2,0.0,5.925
1_no_contraction_seed42,810,-19.0,-19.19,-6.657,,
1_no_contraction_seed42,820,-18.72,-18.89,-5.746,,
1_no_contraction_seed42,830,-18.9,-19.09,-6.275,,
1_no_contraction_seed42,840,-19.08,-19.07,-6.309,,
1_no_contraction_seed42,850,-19.29,-18.9,-4.888,0.0,5.925
1_no_contraction_seed42,860,-19.18,-18.92,-5.873,,
1_no_contraction_seed42,870,-19.34,-19.08,-6.126,,
1_no_contraction_seed42,880,-19.02,-19.07,-7.121,,
1_no_contraction_seed42,890,-19.36,-18.93,-6.037,,
1_no_contraction_seed42,900,-19.46,-19.28,-7.02,0.0,5.95
1_no_contraction_seed42,910,-19.01,-19.39,-7.83,,
1_no_contraction_seed42,920,-19.28,-19.2,-6.729,,
1_no_contraction_seed42,930,-19.55,-19.14,-6.956,,
1_no_contraction_seed42,940,-19.27,-19.22,-6.335,,
1_no_contraction_seed42,950,-19.57,-19.27,-7.302,0.0,5.95
1_no_contraction_seed42,960,-19.27,-19.19,-6.699,,
1_no_contraction_seed42,970,-18.76,-19.24,-7.045,,
1_no_contraction_seed42,980,-19.27,-19.2,-6.037,,
1_no_contraction_seed42,990,-19.61,-19.16,-5.341,,
1_no_contraction_seed42,1000,-18.99,-19.1,-5.675,0.0,5.95
1_no_contraction_seed42,1010,-19.25,-19.32,-7.564,,
1_no_contraction_seed42,1020,-18.92,-19.1,-5.689,,
1_no_contraction_seed42,1030,-19.18,-19.3,-6.694,,
1_no_contraction_seed42,1040,-19.17,-19.07,-4.494,,
1_no_contraction_seed42,1050,-19.27,-19.23,-6.663,0.0,5.95
1_no_contraction_seed42,1060,-19.15,-19.07,-6.036,,
1_no_contraction_seed42,1070,-19.36,-19.23,-5.778,,
1_no_contraction_seed42,1080,-19.41,-19.22,-5.553,,
1_no_contraction_seed42,1090,-19.09,-19.14,-5.431,,
1_no_contraction_seed42,1100,-19.39,-19.2,-5.166,0.0,5.95
1_no_contraction_seed42,1110,-19.1,-19.2,-6.058,,
1_no_contraction_seed42,1120,-19.0,-19.01,-4.504,,
1_no_contraction_seed42,1130,-19.2,-19.31,-6.38,,
1_no_contraction_seed42,1140,-19.34,-19.24,-6.44,,
1_no_contraction_seed42,1150,-19.37,-19.19,-6.383,0.0,5.95
1_no_contraction_seed42,1160,-19.33,-19.12,-5.136,,
1_no_contraction_seed42,1170,-19.1,-19.13,-5.461,,
1_no_contraction_seed42,1180,-19.36,-19.16,-5.744,,
1_no_contraction_seed42,1190,-19.26,-19.12,-5.482,,
1_no_contraction_seed42,1200,-19.53,-19.28,-7.082,0.0,5.975
1_no_contraction_seed42,1210,-19.4,-19.28,-6.661,,
1_no_contraction_seed42,1220,-19.23,-19.35,-6.457,,
1_no_contraction_seed42,1230,-19.19,-19.34,-7.891,,
1_no_contraction_seed42,1240,-19.32,-19.24,-6.425,,
1_no_contraction_seed42,1250,-19.06,-18.98,-4.459,0.0,5.975
1_no_contraction_seed42,1260,-19.34,-19.19,-5.743,,
1_no_contraction_seed42,1270,-19.45,-19.22,-6.373,,
1_no_contraction_seed42,1280,-19.24,-19.25,-6.137,,
1_no_contraction_seed42,1290,-19.51,-19.37,-6.738,,
1_no_contraction_seed42,1300,-19.27,-19.24,-6.702,0.0,6.013
1_no_contraction_seed42,1310,-19.13,-19.26,-5.714,,
1_no_contraction_seed42,1320,-19.44,-19.5,-7.69,,
1_no_contraction_seed42,1330,-19.27,-19.48,-7.98,,
1_no_contraction_seed42,1340,-19.3,-19.19,-5.73,,
1_no_contraction_seed42,1350,-19.64,-19.29,-6.974,0.0,5.987
1_no_contraction_seed42,1360,-19.41,-19.47,-8.024,,
1_no_contraction_seed42,1370,-18.89,-18.99,-4.724,,
1_no_contraction_seed42,1380,-19.18,-19.2,-6.356,,
1_no_contraction_seed42,1390,-18.99,-19.13,-5.151,,
1_no_contraction_seed42,1400,-19.36,-19.4,-6.699,0.0,5.987
1_no_contraction_seed42,1410,-19.18,-19.27,-6.302,,
1_no_contraction_seed42,1420,-18.97,-19.31,-6.999,,
1_no_contraction_seed42,1430,-19.16,-19.34,-6.68,,
1_no_contraction_seed42,1440,-19.26,-19.35,-6.749,,
1_no_contraction_seed42,1450,-19.09,-19.2,-5.753,0.0,5.987
1_no_contraction_seed42,1460,-18.97,-19.19,-6.683,,
1_no_contraction_seed42,1470,-19.21,-19.24,-6.901,,
1_no_contraction_seed42,1480,-19.14,-19.19,-5.731,,
1_no_contraction_seed42,1490,-19.31,-19.35,-6.733,,
1_no_contraction_seed42,1500,-19.21,-19.26,-6.032,0.0,6.0
1_no_contraction_seed42,1510,-19.11,-19.11,-4.536,,
1_no_contraction_seed42,1520,-19.11,-19.28,-6.414,,
1_no_contraction_seed42,1530,-18.92,-19.16,-5.702,,
1_no_contraction_seed42,1540,-19.14,-19.19,-5.811,,
1_no_contraction_seed42,1550,-19.29,-19.13,-5.746,0.0,5.975
1_no_contraction_seed42,1560,-19.33,-19.4,-7.023,,
1_no_contraction_seed42,1570,-19.38,-19.4,-7.27,,
1_no_contraction_seed42,1580,-19.09,-19.08,-4.823,,
1_no_contraction_seed42,1590,-19.15,-19.32,-6.385,,
1_no_contraction_seed42,1600,-19.17,-19.32,-6.444,0.0,5.95
1_no_contraction_seed42,1610,-19.28,-19.32,-7.016,,
1_no_contraction_seed42,1620,-19.35,-19.09,-4.521,,
1_no_contraction_seed42,1630,-19.3,-19.28,-6.309,,
1_no_contraction_seed42,1640,-19.3,-19.15,-4.851,,
1_no_contraction_seed42,1650,-19.43,-19.27,-6.426,0.0,5.95
1_no_contraction_seed42,1660,-19.33,-19.12,-5.39,,
1_no_contraction_seed42,1670,-19.25,-19.29,-6.485,,
1_no_contraction_seed42,1680,-19.14,-19.2,-5.782,,
1_no_contraction_seed42,1690,-19.26,-19.51,-8.281,,
1_no_contraction_seed42,1700,-19.01,-19.05,-4.434,0.0,5.925
1_no_contraction_seed42,1710,-19.41,-19.26,-6.376,,
1_no_contraction_seed42,1720,-19.56,-19.28,-6.711,,
1_no_contraction_seed42,1730,-18.99,-19.24,-5.744,,
1_no_contraction_seed42,1740,-19.13,-19.31,-7.023,,
1_no_contraction_seed42,1750,-19.44,-19.33,-6.705,0.0,5.925
1_no_contraction_seed42,1760,-19.59,-19.49,-8.597,,
1_no_contraction_seed42,1770,-19.43,-19.2,-6.908,,
1_no_contraction_seed42,1780,-19.04,-19.3,-7.025,,
1_no_contraction_seed42,1790,-18.74,-19.27,-6.426,,
1_no_contraction_seed42,1800,-19.38,-19.17,-6.008,0.0,5.912
1_no_contraction_seed42,1810,-19.37,-19.45,-8.354,,
1_no_contraction_seed42,1820,-19.17,-19.33,-7.021,,
1_no_contraction_seed42,1830,-19.33,-19.21,-5.815,,
1_no_contraction_seed42,1840,-19.31,-19.19,-6.062,,
1_no_contraction_seed42,1850,-19.61,-19.33,-6.745,0.0,5.862
1_no_contraction_seed42,1860,-19.25,-19.06,-4.504,,
1_no_contraction_seed42,1870,-19.05,-19.42,-7.607,,
1_no_contraction_seed42,1880,-19.09,-19.26,-6.386,,
1_no_contraction_seed42,1890,-19.25,-19.22,-5.48,,
1_no_contraction_seed42,1900,-18.98,-19.31,-6.72,0.0,5.888
1_no_contraction_seed42,1910,-19.28,-19.22,-6.377,,
1_no_contraction_seed42,1920,-19.37,-19.2,-5.783,,
1_no_contraction_seed42,1930,-19.3,-19.26,-6.42,,
1_no_contraction_seed42,1940,-19.14,-19.08,-4.785,,
1_no_contraction_seed42,1950,-19.23,-19.18,-6.069,0.0,5.875
1_no_contraction_seed42,1960,-19.26,-19.12,-5.749,,
1_no_contraction_seed42,1970,-19.07,-18.99,-4.982,,
1_no_contraction_seed42,1980,-19.24,-19.26,-7.035,,
1_no_contraction_seed42,1990,-19.07,-19.1,-5.385,,
1_no_contraction_seed42,2000,-19.68,-19.28,-6.438,0.0,5.9
1_no_contraction_seed42,2010,-19.31,-19.25,-6.068,,
1_no_contraction_seed42,2020,-19.14,-19.25,-7.211,,
1_no_contraction_seed42,2030,-19.26,-19.31,-6.709,,
1_no_contraction_seed42,2040,-18.89,-19.27,-6.385,,
1_no_contraction_seed42,2050,-19.57,-19.28,-6.41,0.0,5.9
1_no_contraction_seed42,2060,-19.33,-19.37,-6.714,,
1_no_contraction_seed42,2070,-19.15,-19.08,-5.125,,
1_no_contraction_seed42,2080,-19.12,-19.22,-7.025,,
1_no_contraction_seed42,2090,-19.23,-19.47,-8.285,,
1_no_contraction_seed42,2100,-19.29,-19.0,-3.592,0.0,5.925
1_no_contraction_seed42,2110,-19.24,-19.42,-7.631,,
1_no_contraction_seed42,2120,-18.93,-19.24,-6.044,,
1_no_contraction_seed42,2130,-19.2,-19.16,-6.086,,
1_no_contraction_seed42,2140,-19.29,-19.21,-5.78,,
1_no_contraction_seed42,2150,-19.43,-19.26,-6.112,0.0,5.888
1_no_contraction_seed42,2160,-19.54,-19.19,-5.739,,
1_no_contraction_seed42,2170,-19.21,-19.08,-4.544,,
1_no_contraction_seed42,2180,-19.43,-19.43,-7.963,,
1_no_contraction_seed42,2190,-19.29,-19.23,-6.097,,
1_no_contraction_seed42,2200,-19.38,-19.32,-6.696,0.0,5.888
1_no_contraction_seed42,2210,-19.58,-19.45,-8.005,,
1_no_contraction_seed42,2220,-19.06,-19.24,-6.046,,
1_no_contraction_seed42,2230,-19.17,-19.39,-7.432,,
1_no_contraction_seed42,2240,-19.3,-19.37,-7.009,,
1_no_contraction_seed42,2250,-19.38,-19.37,-7.069,0.0,5.862
1_no_contraction_seed42,2260,-19.41,-19.26,-6.449,,
1_no_contraction_seed42,2270,-19.42,-19.41,-7.718,,
1_no_contraction_seed42,2280,-19.41,-19.39,-7.364,,
1_no_contraction_seed42,2290,-19.16,-19.27,-5.517,,
1_no_contraction_seed42,2300,-19.36,-19.22,-6.702,0.0,5.862
1_no_contraction_seed42,2310,-19.36,-19.15,-6.015,,
1_no_contraction_seed42,2320,-19.15,-19.13,-5.434,,
1_no_contraction_seed42,2330,-18.92,-19.4,-6.762,,
1_no_contraction_seed42,2340,-19.51,-19.28,-6.743,,
1_no_contraction_seed42,2350,-19.1,-19.26,-5.825,0.0,5.888
1_no_contraction_seed42,2360,-19.16,-19.43,-7.111,,
1_no_contraction_seed42,2370,-19.28,-19.14,-4.567,,
1_no_contraction_seed42,2380,-19.4,-19.37,-6.748,,
1_no_contraction_seed42,2390,-19.47,-19.33,-7.108,,
1_no_contraction_seed42,2400,-19.05,-19.21,-6.413,0.0,5.862
1_no_contraction_seed42,2410,-19.18,-19.42,-7.563,,
1_no_contraction_seed42,2420,-19.28,-19.28,-6.749,,
1_no_contraction_seed42,2430,-19.26,-19.21,-6.103,,
1_no_contraction_seed42,2440,-19.16,-19.06,-4.803,,
1_no_contraction_seed42,2450,-19.27,-19.01,-5.619,0.0,5.838
1_no_contraction_seed42,2460,-19.45,-19.43,-7.364,,
1_no_contraction_seed42,2470,-19.5,-19.45,-8.024,,
1_no_contraction_seed42,2480,-19.06,-19.32,-6.74,,
1_no_contraction_seed42,2490,-19.13,-19.21,-6.736,,
1_no_contraction_seed42,2500,-19.17,-19.22,-6.053,0.0,5.838
1_no_contraction_seed42,2510,-19.1,-19.09,-5.739,,
1_no_contraction_seed42,2520,-19.17,-19.06,-4.822,,
1_no_contraction_seed42,2530,-19.13,-19.15,-5.757,,
1_no_contraction_seed42,2540,-19.32,-19.29,-6.449,,
1_no_contraction_seed42,2550,-19.06,-19.49,-8.278,0.0,5.838
1_no_contraction_seed42,2560,-19.45,-19.27,-6.434,,
1_no_contraction_seed42,2570,-19.34,-19.3,-6.155,,
1_no_contraction_seed42,2580,-19.44,-19.32,-6.403,,
1_no_contraction_seed42,2590,-19.05,-19.16,-5.462,,
1_no_contraction_seed42,2600,-19.05,-19.2,-5.772,0.0,5.838
1_no_contraction_seed42,2610,-19.09,-19.18,-5.224,,
1_no_contraction_seed42,2620,-19.07,-19.15,-4.88,,
1_no_contraction_seed42,2630,-19.27,-19.2,-6.074,,
1_no_contraction_seed42,2640,-19.27,-19.38,-6.756,,
1_no_contraction_seed42,2650,-19.12,-19.24,-6.142,0.0,5.838
1_no_contraction_seed42,2660,-19.16,-19.2,-6.131,,
1_no_contraction_seed42,2670,-19.49,-19.3,-7.088,,
1_no_contraction_seed42,2680,-19.33,-19.33,-7.666,,
1_no_contraction_seed42,2690,-19.51,-19.36,-7.066,,
1_no_contraction_seed42,2700,-19.18,-19.21,-6.739,0.0,5.838
1_no_contraction_seed42,2710,-19.15,-19.46,-7.724,,
1_no_contraction_seed42,2720,-19.24,-19.21,-5.807,,
1_no_contraction_seed42,2730,-19.38,-19.31,-6.422,,
1_no_contraction_seed42,2740,-19.21,-19.22,-6.377,,
1_no_contraction_seed42,2750,-19.16,-19.41,-7.777,0.0,5.838
1_no_contraction_seed42,2760,-19.34,-19.31,-7.083,,
1_no_contraction_seed42,2770,-19.4,-19.2,-5.48,,
1_no_contraction_seed42,2780,-19.31,-19.37,-7.037,,
1_no_contraction_seed42,2790,-19.18,-19.3,-6.98,,
1_no_contraction_seed42,2800,-19.25,-19.25,-5.547,0.0,5.838
1_no_contraction_seed42,2810,-19.17,-19.37,-7.065,,
1_no_contraction_seed42,2820,-19.42,-19.32,-7.003,,
1_no_contraction_seed42,2830,-19.39,-19.35,-7.289,,
1_no_contraction_seed42,2840,-19.03,-19.23,-5.81,,
1_no_contraction_seed42,2850,-19.14,-19.1,-4.826,0.0,5.838
1_no_contraction_seed42,2860,-19.66,-19.3,-5.863,,
1_no_contraction_seed42,2870,-19.05,-19.33,-7.621,,
1_no_contraction_seed42,2880,-19.07,-19.34,-7.088,,
1_no_contraction_seed42,2890,-19.22,-19.04,-4.19,,
1_no_contraction_seed42,2900,-19.43,-19.29,-6.386,0.0,5.838
1_no_contraction_seed42,2910,-19.23,-19.13,-4.878,,
1_no_contraction_seed42,2920,-19.26,-19.08,-4.833,,
1_no_contraction_seed42,2930,-19.29,-19.32,-6.975,,
1_no_contraction_seed42,2940,-19.46,-19.29,-6.968,,
1_no_contraction_seed42,2950,-19.34,-19.29,-7.071,0.0,5.838
1_no_contraction_seed42,2960,-19.47,-19.28,-5.795,,
1_no_contraction_seed42,2970,-19.15,-19.33,-7.066,,
1_no_contraction_seed42,2980,-19.16,-19.33,-7.945,,
1_no_contraction_seed42,2990,-18.89,-18.99,-4.483,,
1_no_contraction_seed42,3000,-19.49,-19.26,-6.116,0.0,5.838
1_no_contraction_seed42,3010,-19.36,-19.15,-5.74,,
1_no_contraction_seed42,3020,-19.23,-19.28,-6.086,,
1_no_contraction_seed42,3030,-18.97,-19.22,-6.079,,
1_no_contraction_seed42,3040,-19.44,-19.12,-5.436,,
1_no_contraction_seed42,3050,-19.32,-19.29,-6.115,0.0,5.838
1_no_contraction_seed42,3060,-19.06,-19.26,-5.799,,
1_no_contraction_seed42,3070,-19.33,-19.26,-6.671,,
1_no_contraction_seed42,3080,-19.37,-19.36,-6.728,,
1_no_contraction_seed42,3090,-19.31,-19.39,-7.067,,
1_no_contraction_seed42,3100,-19.25,-19.35,-6.728,0.0,5.838
1_no_contraction_seed42,3110,-18.99,-19.22,-6.087,,
1_no_contraction_seed42,3120,-19.53,-19.21,-5.79,,
1_no_contraction_seed42,3130,-19.25,-19.42,-7.695,,
1_no_contraction_seed42,3140,-19.24,-19.26,-6.125,,
1_no_contraction_seed42,3150,-19.38,-19.38,-6.462,0.0,5.838
1_no_contraction_seed42,3160,-19.27,-19.33,-7.034,,
1_no_contraction_seed42,3170,-19.17,-19.29,-7.069,,
1_no_contraction_seed42,3180,-19.2,-19.11,-4.578,,
1_no_contraction_seed42,3190,-19.24,-19.22,-5.503,,
1_no_contraction_seed42,3200,-19.42,-19.18,-6.096,0.0,5.838
1_no_contraction_seed42,3210,-19.24,-19.24,-6.399,,
1_no_contraction_seed42,3220,-19.37,-19.24,-5.815,,
1_no_contraction_seed42,3230,-19.11,-19.06,-5.114,,
1_no_contraction_seed42,3240,-19.32,-19.34,-7.641,,
1_no_contraction_seed42,3250,-19.07,-19.24,-6.102,0.0,5.838
1_no_contraction_seed42,3260,-19.49,-19.23,-6.454,,
1_no_contraction_seed42,3270,-19.25,-19.29,-6.727,,
1_no_contraction_seed42,3280,-19.26,-19.16,-6.384,,
1_no_contraction_seed42,3290,-19.25,-19.41,-7.037,,
1_no_contraction_seed42,3300,-19.31,-19.22,-5.796,0.0,5.838
1_no_contraction_seed42,3310,-19.26,-19.23,-5.821,,
1_no_contraction_seed42,3320,-19.2,-19.25,-6.155,,
1_no_contraction_seed42,3330,-19.22,-19.18,-5.784,,
1_no_contraction_seed42,3340,-19.45,-19.15,-5.769,,
1_no_contraction_seed42,3350,-19.29,-19.24,-5.806,0.0,5.838
1_no_contraction_seed42,3360,-19.33,-19.3,-7.089,,
1_no_contraction_seed42,3370,-19.43,-19.2,-5.176,,
1_no_contraction_seed42,3380,-19.19,-19.13,-5.137,,
1_no_contraction_seed42,3390,-19.31,-19.3,-6.772,,
1_no_contraction_seed42,3400,-19.2,-19.37,-7.004,0.0,5.838
1_no_contraction_seed42,3410,-19.2,-19.31,-7.005,,
1_no_contraction_seed42,3420,-19.29,-19.19,-6.055,,
1_no_contraction_seed42,3430,-19.19,-19.3,-6.739,,
1_no_contraction_seed42,3440,-19.47,-19.21,-5.463,,
1_no_contraction_seed42,3450,-19.39,-19.36,-7.101,0.0,5.838
1_no_contraction_seed42,3460,-19.3,-19.22,-6.103,,
1_no_contraction_seed42,3470,-19.16,-19.18,-6.052,,
1_no_contraction_seed42,3480,-19.56,-19.26,-6.123,,
1_no_contraction_seed42,3490,-18.93,-19.23,-6.381,,
1_no_contraction_seed42,3500,-19.46,-19.28,-6.404,0.0,5.838
1_no_contraction_seed42,3510,-19.07,-19.15,-5.425,,
1_no_contraction_seed42,3520,-19.49,-19.45,-7.961,,
1_no_contraction_seed42,3530,-19.26,-19.39,-7.073,,
1_no_contraction_seed42,3540,-19.39,-19.07,-4.253,,
1_no_contraction_seed42,3550,-19.32,-19.14,-5.446,0.0,5.838
1_no_contraction_seed42,3560,-19.23,-19.27,-6.804,,
1_no_contraction_seed42,3570,-19.32,-19.36,-7.077,,
1_no_contraction_seed42,3580,-19.12,-19.25,-6.019,,
1_no_contraction_seed42,3590,-19.28,-19.31,-6.677,,
1_no_contraction_seed42,3600,-19.23,-19.39,-7.366,0.0,5.838
1_no_contraction_seed42,3610,-19.37,-19.16,-5.76,,
1_no_contraction_seed42,3620,-19.21,-19.22,-5.811,,
1_no_contraction_seed42,3630,-19.25,-19.24,-5.532,,
1_no_contraction_seed42,3640,-19.3,-19.18,-5.5,,
1_no_contraction_seed42,3650,-19.2,-19.33,-7.085,0.0,5.838
1_no_contraction_seed42,3660,-19.34,-19.26,-6.398,,
1_no_contraction_seed42,3670,-19.48,-19.42,-7.681,,
1_no_contraction_seed42,3680,-19.3,-19.21,-5.804,,
1_no_contraction_seed42,3690,-19.39,-19.27,-7.239,,
1_no_contraction_seed42,3700,-19.31,-19.28,-6.063,0.0,5.838
1_no_contraction_seed42,3710,-19.27,-19.35,-6.125,,
1_no_contraction_seed42,3720,-19.28,-19.32,-7.034,,
1_no_contraction_seed42,3730,-19.28,-19.23,-6.104,,
1_no_contraction_seed42,3740,-19.13,-19.23,-6.064,,
1_no_contraction_seed42,3750,-19.34,-19.36,-7.028,0.0,5.838
1_no_contraction_seed42,3760,-19.29,-19.37,-7.038,,
1_no_contraction_seed42,3770,-19.14,-19.34,-7.043,,
1_no_contraction_seed42,3780,-19.26,-19.25,-6.717,,
1_no_contraction_seed42,3790,-19.12,-18.98,-3.908,,
1_no_contraction_seed42,3800,-19.55,-19.37,-7.073,0.0,5.838
1_no_contraction_seed42,3810,-19.1,-19.32,-6.377,,
1_no_contraction_seed42,3820,-19.41,-19.07,-4.799,,
1_no_contraction_seed42,3830,-19.21,-19.17,-5.208,,
1_no_contraction_seed42,3840,-19.42,-19.22,-6.448,,
1_no_contraction_seed42,3850,-19.1,-19.11,-5.146,0.0,5.838
1_no_contraction_seed42,3860,-19.31,-19.24,-5.804,,
1_no_contraction_seed42,3870,-19.37,-19.35,-6.465,,
1_no_contraction_seed42,3880,-19.09,-19.45,-7.392,,
1_no_contraction_seed42,3890,-19.42,-19.3,-6.666,,
1_no_contraction_seed42,3900,-19.39,-19.33,-6.434,0.0,5.838
1_no_contraction_seed42,3910,-19.04,-19.1,-5.15,,
1_no_contraction_seed42,3920,-19.4,-19.26,-6.738,,
1_no_contraction_seed42,3930,-19.29,-19.3,-6.762,,
1_no_contraction_seed42,3940,-19.27,-19.23,-6.736,,
1_no_contraction_seed42,3950,-19.16,-19.11,-5.191,0.0,5.838
1_no_contraction_seed42,3960,-19.37,-19.29,-6.145,,
1_no_contraction_seed42,3970,-19.4,-19.39,-7.623,,
1_no_contraction_seed42,3980,-19.34,-19.41,-8.029,,
1_no_contraction_seed42,3990,-19.3,-19.36,-7.023,,
1_no_contraction_seed42,4000,-19.37,-19.23,-6.09,0.0,5.838
1_no_contraction_seed42,4010,-19.36,-19.22,-5.21,,
1_no_contraction_seed42,4020,-19.29,-19.34,-7.343,,
1_no_contraction_seed42,4030,-19.39,-19.28,-6.109,,
1_no_contraction_seed42,4040,-19.33,-19.36,-7.075,,
1_no_contraction_seed42,4050,-19.21,-19.21,-6.395,0.0,5.838
1_no_contraction_seed42,4060,-19.39,-19.27,-5.816,,
1_no_contraction_seed42,4070,-19.14,-19.23,-5.543,,
1_no_contraction_seed42,4080,-19.42,-19.33,-6.756,,
1_no_contraction_seed42,4090,-19.19,-19.41,-7.377,,
1_no_contraction_seed42,4100,-19.39,-19.32,-6.141,0.0,5.838
1_no_contraction_seed42,4110,-19.12,-19.28,-6.431,,
1_no_contraction_seed42,4120,-19.43,-19.03,-4.514,,
1_no_contraction_seed42,4130,-19.1,-19.08,-4.246,,
1_no_contraction_seed42,4140,-19.32,-19.22,-6.081,,
1_no_contraction_seed42,4150,-19.37,-19.32,-7.121,0.0,5.838
1_no_contraction_seed42,4160,-19.24,-19.28,-6.729,,
1_no_contraction_seed42,4170,-19.39,-19.29,-6.429,,
1_no_contraction_seed42,4180,-19.25,-19.28,-7.668,,
1_no_contraction_seed42,4190,-19.36,-19.43,-7.314,,
1_no_contraction_seed42,4200,-19.37,-19.18,-5.513,0.0,5.838
1_no_contraction_seed42,4210,-19.28,-19.25,-6.115,,
1_no_contraction_seed42,4220,-19.34,-19.12,-4.913,,
1_no_contraction_seed42,4230,-19.38,-19.3,-6.181,,
