condition,step,V_mean,target_mean,reward_mean,success_rate,mean_score
2_weak_contraction_seed42,3600,-20.0,-19.8,-6.762,0.0,5.775
2_weak_contraction_seed42,3610,-20.0,-19.72,-8.241,,
2_weak_contraction_seed42,3620,-20.0,-19.74,-7.643,,
2_weak_contraction_seed42,3630,-20.0,-19.77,-7.038,,
2_weak_contraction_seed42,3640,-20.0,-19.83,-5.239,,
2_weak_contraction_seed42,3650,-20.0,-19.71,-5.785,0.0,5.775
2_weak_contraction_seed42,3660,-20.0,-19.82,-6.44,,
2_weak_contraction_seed42,3670,-20.0,-19.85,-5.792,,
2_weak_contraction_seed42,3680,-20.0,-19.86,-3.924,,
2_weak_contraction_seed42,3690,-20.0,-19.85,-5.476,,
2_weak_contraction_seed42,3700,-20.0,-19.71,-7.033,0.0,5.775
2_weak_contraction_seed42,3710,-20.0,-19.79,-6.461,,
2_weak_contraction_seed42,3720,-20.0,-19.85,-5.514,,
2_weak_contraction_seed42,3730,-20.0,-19.84,-5.186,,
2_weak_contraction_seed42,3740,-20.0,-19.82,-6.744,,
2_weak_contraction_seed42,3750,-20.0,-19.73,-6.062,0.0,5.775
2_weak_contraction_seed42,3760,-20.0,-19.81,-6.133,,
2_weak_contraction_seed42,3770,-20.0,-19.78,-6.364,,
2_weak_contraction_seed42,3780,-20.0,-19.85,-6.328,,
2_weak_contraction_seed42,3790,-20.0,-19.77,-7.357,,
2_weak_contraction_seed42,3800,-20.0,-19.81,-6.03,0.0,5.775
2_weak_contraction_seed42,3810,-20.0,-19.84,-5.815,,
2_weak_contraction_seed42,3820,-20.0,-19.78,-6.153,,
2_weak_contraction_seed42,3830,-20.0,-19.8,-7.331,,
2_weak_contraction_seed42,3840,-20.0,-19.84,-5.784,,
2_weak_contraction_seed42,3850,-20.0,-19.8,-6.158,0.0,5.775
2_weak_contraction_seed42,3860,-20.0,-19.77,-6.461,,
2_weak_contraction_seed42,3870,-20.0,-19.73,-7.047,,
2_weak_contraction_seed42,3880,-20.0,-19.86,-5.884,,
2_weak_contraction_seed42,3890,-20.0,-19.7,-7.648,,
2_weak_contraction_seed42,3900,-20.0,-19.8,-7.031,0.0,5.775
2_weak_contraction_seed42,3910,-20.0,-19.81,-5.496,,
2_weak_contraction_seed42,3920,-20.0,-19.73,-7.709,,
2_weak_contraction_seed42,3930,-20.0,-19.71,-7.681,,
2_weak_contraction_seed42,3940,-20.0,-19.74,-7.408,,
2_weak_contraction_seed42,3950,-20.0,-19.75,-7.07,0.0,5.775
2_weak_contraction_seed42,3960,-20.0,-19.7,-8.595,,
2_weak_contraction_seed42,3970,-20.0,-19.74,-7.632,,
2_weak_contraction_seed42,3980,-20.0,-19.84,-6.733,,
2_weak_contraction_seed42,3990,-20.0,-19.78,-5.821,,
2_weak_contraction_seed42,4000,-20.0,-19.78,-7.076,0.0,5.775
2_weak_contraction_seed42,4010,-20.0,-19.79,-5.783,,
2_weak_contraction_seed42,4020,-20.0,-19.74,-6.144,,
2_weak_contraction_seed42,4030,-20.0,-19.76,-6.154,,
2_weak_contraction_seed42,4040,-20.0,-19.85,-4.217,,
2_weak_contraction_seed42,4050,-20.0,-19.85,-6.72,0.0,5.775
2_weak_contraction_seed42,4060,-20.0,-19.81,-7.053,,
2_weak_contraction_seed42,4070,-20.0,-19.63,-8.009,,
2_weak_contraction_seed42,4080,-20.0,-19.77,-7.02,,
2_weak_contraction_seed42,4090,-20.0,-19.75,-7.326,,
2_weak_contraction_seed42,4100,-20.0,-19.78,-6.442,0.0,5.775
2_weak_contraction_seed42,4110,-20.0,-19.73,-7.002,,
2_weak_contraction_seed42,4120,-20.0,-19.73,-7.355,,
2_weak_contraction_seed42,4130,-20.0,-19.79,-7.053,,
2_weak_contraction_seed42,4140,-20.0,-19.77,-7.072,,
2_weak_contraction_seed42,4150,-20.0,-19.74,-7.02,0.0,5.775
2_weak_contraction_seed42,4160,-20.0,-19.83,-5.783,,
2_weak_contraction_seed42,4170,-20.0,-19.71,-7.377,,
2_weak_contraction_seed42,4180,-20.0,-19.81,-6.446,,
2_weak_contraction_seed42,4190,-20.0,-19.81,-6.154,,
2_weak_contraction_seed42,4200,-20.0,-19.76,-6.756,0.0,5.775
2_weak_contraction_seed42,4210,-20.0,-19.76,-7.369,,
2_weak_contraction_seed42,4220,-20.0,-19.68,-7.986,,
2_weak_contraction_seed42,4230,-20.0,-19.79,-5.507,,
2_weak_contraction_seed42,4240,-20.0,-19.82,-6.797,,
2_weak_contraction_seed42,4250,-20.0,-19.82,-7.071,0.0,5.775
2_weak_contraction_seed42,4260,-20.0,-19.77,-5.819,,
2_weak_contraction_seed42,4270,-20.0,-19.8,-6.142,,
2_weak_contraction_seed42,4280,-20.0,-19.86,-5.159,,
2_weak_contraction_seed42,4290,-20.0,-19.8,-6.447,,
2_weak_contraction_seed42,4300,-20.0,-19.79,-6.424,0.0,5.775
2_weak_contraction_seed42,4310,-20.0,-19.79,-6.493,,
2_weak_contraction_seed42,4320,-20.0,-19.74,-6.107,,
2_weak_contraction_seed42,4330,-20.0,-19.79,-7.304,,
2_weak_contraction_seed42,4340,-20.0,-19.81,-6.753,,
2_weak_contraction_seed42,4350,-20.0,-19.82,-5.833,0.0,5.775
2_weak_contraction_seed42,4360,-20.0,-19.77,-6.444,,
2_weak_contraction_seed42,4370,-20.0,-19.79,-6.732,,
2_weak_contraction_seed42,4380,-20.0,-19.75,-7.303,,
2_weak_contraction_seed42,4390,-20.0,-19.85,-4.921,,
2_weak_contraction_seed42,4400,-20.0,-19.75,-6.695,0.0,5.775
2_weak_contraction_seed42,4410,-20.0,-19.79,-6.744,,
2_weak_contraction_seed42,4420,-20.0,-19.74,-6.45,,
2_weak_contraction_seed42,4430,-20.0,-19.82,-5.492,,
2_weak_contraction_seed42,4440,-20.0,-19.84,-5.521,,
2_weak_contraction_seed42,4450,-20.0,-19.78,-6.697,0.0,5.775
2_weak_contraction_seed42,4460,-20.0,-19.72,-7.984,,
2_weak_contraction_seed42,4470,-20.0,-19.78,-7.695,,
2_weak_contraction_seed42,4480,-20.0,-19.82,-5.838,,
2_weak_contraction_seed42,4490,-20.0,-19.78,-6.424,,
2_weak_contraction_seed42,4500,-20.0,-19.8,-6.738,0.0,5.775
2_weak_contraction_seed42,4510,-20.0,-19.84,-5.521,,
2_weak_contraction_seed42,4520,-20.0,-19.85,-6.457,,
2_weak_contraction_seed42,4530,-20.0,-19.85,-3.958,,
2_weak_contraction_seed42,4540,-20.0,-19.82,-5.442,,
2_weak_contraction_seed42,4550,-20.0,-19.83,-6.438,0.0,5.775
2_weak_contraction_seed42,4560,-20.0,-19.82,-5.81,,
2_weak_contraction_seed42,4570,-20.0,-19.86,-5.472,,
2_weak_contraction_seed42,4580,-20.0,-19.81,-6.464,,
2_weak_contraction_seed42,4590,-20.0,-19.86,-6.448,,
2_weak_contraction_seed42,4600,-20.0,-19.77,-7.05,0.0,5.775
2_weak_contraction_seed42,4610,-20.0,-19.81,-5.804,,
2_weak_contraction_seed42,4620,-20.0,-19.81,-5.495,,
2_weak_contraction_seed42,4630,-20.0,-19.73,-8.912,,
2_weak_contraction_seed42,4640,-20.0,-19.82,-4.877,,
2_weak_contraction_seed42,4650,-20.0,-19.72,-7.68,0.0,5.775
2_weak_contraction_seed42,4660,-20.0,-19.78,-7.387,,
2_weak_contraction_seed42,4670,-20.0,-19.7,-6.121,,
2_weak_contraction_seed42,4680,-20.0,-19.88,-3.986,,
2_weak_contraction_seed42,4690,-20.0,-19.81,-5.76,,
2_weak_contraction_seed42,4700,-20.0,-19.78,-6.171,0.0,5.775
2_weak_contraction_seed42,4710,-20.0,-19.8,-4.869,,
2_weak_contraction_seed42,4720,-20.0,-19.79,-6.431,,
2_weak_contraction_seed42,4730,-20.0,-19.76,-7.067,,
2_weak_contraction_seed42,4740,-20.0,-19.86,-5.823,,
2_weak_contraction_seed42,4750,-20.0,-19.84,-5.565,0.0,5.775
2_weak_contraction_seed42,4760,-20.0,-19.84,-5.456,,
2_weak_contraction_seed42,4770,-20.0,-19.81,-7.07,,
2_weak_contraction_seed42,4780,-20.0,-19.89,-4.865,,
2_weak_contraction_seed42,4790,-20.0,-19.77,-5.532,,
2_weak_contraction_seed42,4800,-20.0,-19.78,-5.783,0.0,5.775
2_weak_contraction_seed42,4810,-20.0,-19.81,-5.165,,
2_weak_contraction_seed42,4820,-20.0,-19.8,-5.808,,
2_weak_contraction_seed42,4830,-20.0,-19.82,-4.502,,
2_weak_contraction_seed42,4840,-20.0,-19.78,-6.782,,
2_weak_contraction_seed42,4850,-20.0,-19.8,-5.747,0.0,5.775
2_weak_contraction_seed42,4860,-20.0,-19.82,-6.041,,
2_weak_contraction_seed42,4870,-20.0,-19.85,-6.121,,
2_weak_contraction_seed42,4880,-20.0,-19.85,-5.208,,
2_weak_contraction_seed42,4890,-20.0,-19.82,-5.532,,
2_weak_contraction_seed42,4900,-20.0,-19.78,-5.73,0.0,5.775
2_weak_contraction_seed42,4910,-20.0,-19.79,-6.706,,
2_weak_contraction_seed42,4920,-20.0,-19.89,-5.726,,
2_weak_contraction_seed42,4930,-20.0,-19.81,-6.759,,
2_weak_contraction_seed42,4940,-20.0,-19.8,-5.112,,
2_weak_contraction_seed42,4950,-20.0,-19.84,-6.442,0.0,5.775
2_weak_contraction_seed42,4960,-20.0,-19.79,-5.792,,
2_weak_contraction_seed42,4970,-20.0,-19.79,-6.74,,
2_weak_contraction_seed42,4980,-20.0,-19.77,-6.112,,
2_weak_contraction_seed42,4990,-20.0,-19.81,-5.516,,
2_weak_contraction_seed42,5000,-20.0,-19.9,-6.148,0.0,5.775
3_standard_contraction_seed42,10,0.07,-19.5,-7.054,,
3_standard_contraction_seed42,20,-0.61,-19.67,-6.256,,
3_standard_contraction_seed42,30,-1.82,-19.71,-7.782,,
3_standard_contraction_seed42,40,-3.76,-19.56,-6.466,,
3_standard_contraction_seed42,50,-5.84,-19.61,-7.051,0.0,5.812
3_standard_contraction_seed42,60,-8.25,-19.71,-5.96,,
3_standard_contraction_seed42,70,-10.8,-19.75,-4.58,,
3_standard_contraction_seed42,80,-13.52,-19.73,-6.496,,
3_standard_contraction_seed42,90,-14.87,-19.72,-6.242,,
3_standard_contraction_seed42,100,-16.85,-19.58,-6.515,0.0,6.0
3_standard_contraction_seed42,110,-17.82,-19.63,-5.241,,
3_standard_contraction_seed42,120,-18.67,-19.57,-7.037,,
3_standard_contraction_seed42,130,-19.21,-19.76,-4.975,,
3_standard_contraction_seed42,140,-19.7,-19.59,-6.447,,
3_standard_contraction_seed42,150,-19.72,-19.47,-7.044,0.0,6.0
3_standard_contraction_seed42,160,-19.64,-19.63,-7.171,,
3_standard_contraction_seed42,170,-19.77,-19.76,-5.233,,
3_standard_contraction_seed42,180,-19.73,-19.74,-5.604,,
3_standard_contraction_seed42,190,-19.77,-19.63,-7.248,,
3_standard_contraction_seed42,200,-19.84,-19.57,-6.049,0.0,5.85
3_standard_contraction_seed42,210,-19.82,-19.49,-7.381,,
3_standard_contraction_seed42,220,-19.87,-19.51,-6.153,,
3_standard_contraction_seed42,230,-19.86,-19.56,-6.148,,
3_standard_contraction_seed42,240,-19.88,-19.5,-7.1,,
3_standard_contraction_seed42,250,-19.82,-19.71,-6.601,0.0,5.938
3_standard_contraction_seed42,260,-19.96,-19.7,-6.639,,
3_standard_contraction_seed42,270,-19.92,-19.63,-6.861,,
3_standard_contraction_seed42,280,-19.96,-19.6,-7.632,,
3_standard_contraction_seed42,290,-19.97,-19.72,-4.929,,
3_standard_contraction_seed42,300,-19.89,-19.69,-5.643,0.0,5.85
3_standard_contraction_seed42,310,-20.0,-19.8,-6.192,,
3_standard_contraction_seed42,320,-20.0,-19.73,-6.571,,
3_standard_contraction_seed42,330,-20.0,-19.68,-6.544,,
3_standard_contraction_seed42,340,-20.0,-19.75,-6.726,,
3_standard_contraction_seed42,350,-20.0,-19.64,-8.22,0.0,5.875
3_standard_contraction_seed42,360,-20.0,-19.81,-3.928,,
3_standard_contraction_seed42,370,-20.0,-19.66,-6.137,,
3_standard_contraction_seed42,380,-20.0,-19.72,-5.858,,
3_standard_contraction_seed42,390,-20.0,-19.73,-5.953,,
3_standard_contraction_seed42,400,-20.0,-19.66,-6.885,0.0,5.9
3_standard_contraction_seed42,410,-20.0,-19.81,-5.043,,
3_standard_contraction_seed42,420,-20.0,-19.61,-7.779,,
3_standard_contraction_seed42,430,-20.0,-19.55,-6.81,,
3_standard_contraction_seed42,440,-20.0,-19.66,-6.548,,
3_standard_contraction_seed42,450,-20.0,-19.66,-7.907,0.0,5.925
3_standard_contraction_seed42,460,-20.0,-19.71,-6.421,,
3_standard_contraction_seed42,470,-20.0,-19.76,-5.688,,
3_standard_contraction_seed42,480,-20.0,-19.72,-6.895,,
3_standard_contraction_seed42,490,-20.0,-19.7,-5.354,,
3_standard_contraction_seed42,500,-20.0,-19.72,-6.339,0.0,5.912
3_standard_contraction_seed42,510,-20.0,-19.71,-4.391,,
3_standard_contraction_seed42,520,-20.0,-19.65,-6.869,,
3_standard_contraction_seed42,530,-20.0,-19.82,-5.768,,
3_standard_contraction_seed42,540,-20.0,-19.67,-7.221,,
3_standard_contraction_seed42,550,-20.0,-19.61,-6.447,0.0,5.888
3_standard_contraction_seed42,560,-20.0,-19.72,-6.764,,
3_standard_contraction_seed42,570,-20.0,-19.83,-6.387,,
3_standard_contraction_seed42,580,-20.0,-19.65,-7.152,,
3_standard_contraction_seed42,590,-20.0,-19.71,-7.0,,
3_standard_contraction_seed42,600,-20.0,-19.72,-5.646,0.0,5.838
3_standard_contraction_seed42,610,-20.0,-19.75,-6.622,,
3_standard_contraction_seed42,620,-20.0,-19.67,-6.312,,
3_standard_contraction_seed42,630,-20.0,-19.68,-6.879,,
3_standard_contraction_seed42,640,-20.0,-19.71,-8.183,,
3_standard_contraction_seed42,650,-20.0,-19.74,-6.916,0.0,5.838
3_standard_contraction_seed42,660,-20.0,-19.73,-5.301,,
3_standard_contraction_seed42,670,-20.0,-19.8,-5.024,,
3_standard_contraction_seed42,680,-20.0,-19.8,-7.076,,
3_standard_contraction_seed42,690,-20.0,-19.63,-6.225,,
3_standard_contraction_seed42,700,-20.0,-19.62,-6.847,0.0,5.85
3_standard_contraction_seed42,710,-20.0,-19.86,-6.007,,
3_standard_contraction_seed42,720,-20.0,-19.71,-6.945,,
3_standard_contraction_seed42,730,-20.0,-19.66,-6.542,,
3_standard_contraction_seed42,740,-20.0,-19.71,-6.997,,
3_standard_contraction_seed42,750,-20.0,-19.85,-5.02,0.0,5.825
3_standard_contraction_seed42,760,-20.0,-19.78,-6.011,,
3_standard_contraction_seed42,770,-20.0,-19.76,-5.379,,
3_standard_contraction_seed42,780,-20.0,-19.73,-6.937,,
3_standard_contraction_seed42,790,-20.0,-19.79,-5.113,,
3_standard_contraction_seed42,800,-20.0,-19.77,-6.95,0.0,5.825
3_standard_contraction_seed42,810,-20.0,-19.7,-7.91,,
3_standard_contraction_seed42,820,-20.0,-19.73,-6.319,,
3_standard_contraction_seed42,830,-20.0,-19.73,-6.96,,
3_standard_contraction_seed42,840,-20.0,-19.79,-7.678,,
3_standard_contraction_seed42,850,-20.0,-19.8,-5.08,0.0,5.85
3_standard_contraction_seed42,860,-20.0,-19.81,-7.073,,
3_standard_contraction_seed42,870,-20.0,-19.78,-6.418,,
3_standard_contraction_seed42,880,-20.0,-19.73,-6.036,,
3_standard_contraction_seed42,890,-20.0,-19.76,-5.742,,
3_standard_contraction_seed42,900,-20.0,-19.65,-6.228,0.0,5.825
3_standard_contraction_seed42,910,-20.0,-19.79,-8.603,,
3_standard_contraction_seed42,920,-20.0,-19.69,-6.633,,
3_standard_contraction_seed42,930,-20.0,-19.75,-7.387,,
3_standard_contraction_seed42,940,-20.0,-19.81,-6.35,,
3_standard_contraction_seed42,950,-20.0,-19.82,-5.364,0.0,5.825
3_standard_contraction_seed42,960,-20.0,-19.67,-8.272,,
3_standard_contraction_seed42,970,-20.0,-19.7,-6.412,,
3_standard_contraction_seed42,980,-20.0,-19.73,-7.005,,
3_standard_contraction_seed42,990,-20.0,-19.75,-8.42,,
3_standard_contraction_seed42,1000,-20.0,-19.83,-5.432,0.0,5.8
3_standard_contraction_seed42,1010,-20.0,-19.74,-7.347,,
3_standard_contraction_seed42,1020,-20.0,-19.82,-4.802,,
3_standard_contraction_seed42,1030,-20.0,-19.86,-4.282,,
3_standard_contraction_seed42,1040,-20.0,-19.8,-6.416,,
3_standard_contraction_seed42,1050,-20.0,-19.83,-5.794,0.0,5.8
3_standard_contraction_seed42,1060,-20.0,-19.8,-5.069,,
3_standard_contraction_seed42,1070,-20.0,-19.8,-5.791,,
3_standard_contraction_seed42,1080,-20.0,-19.89,-4.625,,
3_standard_contraction_seed42,1090,-20.0,-19.75,-6.374,,
3_standard_contraction_seed42,1100,-20.0,-19.69,-5.621,0.0,5.838
3_standard_contraction_seed42,1110,-20.0,-19.75,-5.717,,
3_standard_contraction_seed42,1120,-20.0,-19.77,-5.654,,
3_standard_contraction_seed42,1130,-20.0,-19.81,-5.084,,
3_standard_contraction_seed42,1140,-20.0,-19.69,-7.573,,
3_standard_contraction_seed42,1150,-20.0,-19.72,-6.703,0.0,5.812
3_standard_contraction_seed42,1160,-20.0,-19.73,-7.047,,
3_standard_contraction_seed42,1170,-20.0,-19.74,-5.759,,
3_standard_contraction_seed42,1180,-20.0,-19.72,-6.621,,
3_standard_contraction_seed42,1190,-20.0,-19.77,-7.651,,
3_standard_contraction_seed42,1200,-20.0,-19.77,-7.299,0.0,5.812
3_standard_contraction_seed42,1210,-20.0,-19.85,-6.731,,
3_standard_contraction_seed42,1220,-20.0,-19.81,-5.471,,
3_standard_contraction_seed42,1230,-20.0,-19.67,-8.587,,
3_standard_contraction_seed42,1240,-20.0,-19.74,-7.683,,
3_standard_contraction_seed42,1250,-20.0,-19.81,-6.986,0.0,5.775
3_standard_contraction_seed42,1260,-20.0,-19.83,-5.072,,
3_standard_contraction_seed42,1270,-20.0,-19.74,-7.381,,
3_standard_contraction_seed42,1280,-20.0,-19.67,-6.984,,
3_standard_contraction_seed42,1290,-20.0,-19.76,-7.356,,
3_standard_contraction_seed42,1300,-20.0,-19.75,-6.969,0.0,5.75
3_standard_contraction_seed42,1310,-20.0,-19.82,-4.744,,
3_standard_contraction_seed42,1320,-20.0,-19.79,-4.731,,
3_standard_contraction_seed42,1330,-20.0,-19.76,-6.07,,
3_standard_contraction_seed42,1340,-20.0,-19.6,-6.817,,
3_standard_contraction_seed42,1350,-20.0,-19.73,-6.671,0.0,5.75
3_standard_contraction_seed42,1360,-20.0,-19.77,-5.719,,
3_standard_contraction_seed42,1370,-20.0,-19.71,-7.032,,
3_standard_contraction_seed42,1380,-20.0,-19.83,-5.115,,
3_standard_contraction_seed42,1390,-20.0,-19.86,-5.157,,
3_standard_contraction_seed42,1400,-20.0,-19.83,-6.097,0.0,5.725
3_standard_contraction_seed42,1410,-20.0,-19.73,-6.386,,
3_standard_contraction_seed42,1420,-20.0,-19.74,-7.06,,
3_standard_contraction_seed42,1430,-20.0,-19.78,-5.832,,
3_standard_contraction_seed42,1440,-20.0,-19.73,-7.938,,
3_standard_contraction_seed42,1450,-20.0,-19.79,-5.752,0.0,5.725
3_standard_contraction_seed42,1460,-20.0,-19.8,-5.829,,
3_standard_contraction_seed42,1470,-20.0,-19.74,-5.638,,
3_standard_contraction_seed42,1480,-20.0,-19.83,-7.645,,
3_standard_contraction_seed42,1490,-20.0,-19.83,-5.504,,
3_standard_contraction_seed42,1500,-20.0,-19.72,-6.294,0.0,5.725
3_standard_contraction_seed42,1510,-20.0,-19.71,-6.726,,
3_standard_contraction_seed42,1520,-20.0,-19.72,-7.345,,
3_standard_contraction_seed42,1530,-20.0,-19.82,-4.904,,
3_standard_contraction_seed42,1540,-20.0,-19.8,-6.053,,
3_standard_contraction_seed42,1550,-20.0,-19.74,-5.713,0.0,5.725
3_standard_contraction_seed42,1560,-20.0,-19.85,-5.808,,
3_standard_contraction_seed42,1570,-20.0,-19.79,-6.391,,
3_standard_contraction_seed42,1580,-20.0,-19.77,-5.49,,
3_standard_contraction_seed42,1590,-20.0,-19.72,-6.428,,
3_standard_contraction_seed42,1600,-20.0,-19.71,-7.35,0.0,5.725
3_standard_contraction_seed42,1610,-20.0,-19.75,-6.318,,
3_standard_contraction_seed42,1620,-20.0,-19.73,-6.385,,
3_standard_contraction_seed42,1630,-20.0,-19.81,-6.329,,
3_standard_contraction_seed42,1640,-20.0,-19.72,-6.021,,
3_standard_contraction_seed42,1650,-20.0,-19.73,-7.964,0.0,5.725
3_standard_contraction_seed42,1660,-20.0,-19.83,-6.498,,
3_standard_contraction_seed42,1670,-20.0,-19.77,-5.776,,
3_standard_contraction_seed42,1680,-20.0,-19.77,-6.47,,
3_standard_contraction_seed42,1690,-20.0,-19.87,-4.62,,
3_standard_contraction_seed42,1700,-20.0,-19.78,-6.024,0.0,5.763
3_standard_contraction_seed42,1710,-20.0,-19.82,-4.817,,
3_standard_contraction_seed42,1720,-20.0,-19.81,-5.771,,
3_standard_contraction_seed42,1730,-20.0,-19.76,-6.364,,
3_standard_contraction_seed42,1740,-20.0,-19.77,-5.836,,
3_standard_contraction_seed42,1750,-20.0,-19.73,-6.633,0.0,5.787
3_standard_contraction_seed42,1760,-20.0,-19.81,-7.005,,
3_standard_contraction_seed42,1770,-20.0,-19.78,-6.092,,
3_standard_contraction_seed42,1780,-20.0,-19.75,-6.759,,
3_standard_contraction_seed42,1790,-20.0,-19.84,-5.164,,
3_standard_contraction_seed42,1800,-20.0,-19.7,-5.362,0.0,5.787
3_standard_contraction_seed42,1810,-20.0,-19.81,-6.167,,
3_standard_contraction_seed42,1820,-20.0,-19.76,-6.683,,
3_standard_contraction_seed42,1830,-20.0,-19.78,-6.698,,
3_standard_contraction_seed42,1840,-20.0,-19.69,-6.732,,
3_standard_contraction_seed42,1850,-20.0,-19.85,-6.322,0.0,5.787
3_standard_contraction_seed42,1860,-20.0,-19.78,-6.073,,
3_standard_contraction_seed42,1870,-20.0,-19.82,-6.435,,
3_standard_contraction_seed42,1880,-20.0,-19.85,-5.796,,
3_standard_contraction_seed42,1890,-20.0,-19.75,-6.083,,
3_standard_contraction_seed42,1900,-20.0,-19.84,-5.146,0.0,5.8
3_standard_contraction_seed42,1910,-20.0,-19.78,-6.378,,
3_standard_contraction_seed42,1920,-20.0,-19.81,-6.778,,
3_standard_contraction_seed42,1930,-20.0,-19.77,-6.684,,
3_standard_contraction_seed42,1940,-20.0,-19.89,-5.526,,
3_standard_contraction_seed42,1950,-20.0,-19.65,-6.979,0.0,5.825
3_standard_contraction_seed42,1960,-20.0,-19.81,-5.466,,
3_standard_contraction_seed42,1970,-20.0,-19.75,-7.977,,
3_standard_contraction_seed42,1980,-20.0,-19.75,-7.041,,
3_standard_contraction_seed42,1990,-20.0,-19.75,-7.034,,
3_standard_contraction_seed42,2000,-20.0,-19.8,-6.361,0.0,5.825
3_standard_contraction_seed42,2010,-20.0,-19.82,-6.996,,
3_standard_contraction_seed42,2020,-20.0,-19.71,-7.329,,
3_standard_contraction_seed42,2030,-20.0,-19.81,-5.4,,
3_standard_contraction_seed42,2040,-20.0,-19.75,-6.987,,
3_standard_contraction_seed42,2050,-20.0,-19.85,-5.407,0.0,5.825
3_standard_contraction_seed42,2060,-20.0,-19.76,-6.358,,
3_standard_contraction_seed42,2070,-20.0,-19.76,-7.643,,
3_standard_contraction_seed42,2080,-20.0,-19.86,-6.114,,
3_standard_contraction_seed42,2090,-20.0,-19.77,-7.144,,
3_standard_contraction_seed42,2100,-20.0,-19.79,-6.787,0.0,5.825
3_standard_contraction_seed42,2110,-20.0,-19.79,-5.486,,
3_standard_contraction_seed42,2120,-20.0,-19.77,-6.753,,
3_standard_contraction_seed42,2130,-20.0,-19.83,-5.182,,
3_standard_contraction_seed42,2140,-20.0,-19.75,-5.737,,
3_standard_contraction_seed42,2150,-20.0,-19.85,-5.51,0.0,5.85
3_standard_contraction_seed42,2160,-20.0,-19.78,-6.644,,
3_standard_contraction_seed42,2170,-20.0,-19.68,-7.053,,
3_standard_contraction_seed42,2180,-20.0,-19.83,-6.093,,
3_standard_contraction_seed42,2190,-20.0,-19.78,-5.521,,
3_standard_contraction_seed42,2200,-20.0,-19.85,-6.756,0.0,5.85
3_standard_contraction_seed42,2210,-20.0,-19.74,-7.026,,
3_standard_contraction_seed42,2220,-20.0,-19.72,-6.651,,
3_standard_contraction_seed42,2230,-20.0,-19.78,-6.752,,
3_standard_contraction_seed42,2240,-20.0,-19.74,-6.353,,
3_standard_contraction_seed42,2250,-20.0,-19.79,-6.718,0.0,5.85
3_standard_contraction_seed42,2260,-20.0,-19.71,-7.656,,
3_standard_contraction_seed42,2270,-20.0,-19.81,-4.727,,
3_standard_contraction_seed42,2280,-20.0,-19.83,-6.126,,
3_standard_contraction_seed42,2290,-20.0,-19.81,-7.703,,
3_standard_contraction_seed42,2300,-20.0,-19.71,-7.651,0.0,5.85
3_standard_contraction_seed42,2310,-20.0,-19.74,-6.439,,
3_standard_contraction_seed42,2320,-20.0,-19.82,-6.503,,
3_standard_contraction_seed42,2330,-20.0,-19.73,-8.307,,
3_standard_contraction_seed42,2340,-20.0,-19.67,-7.344,,
3_standard_contraction_seed42,2350,-20.0,-19.83,-6.095,0.0,5.85
3_standard_contraction_seed42,2360,-20.0,-19.77,-6.116,,
3_standard_contraction_seed42,2370,-20.0,-19.8,-7.667,,
3_standard_contraction_seed42,2380,-20.0,-19.84,-5.506,,
3_standard_contraction_seed42,2390,-20.0,-19.84,-6.732,,
3_standard_contraction_seed42,2400,-20.0,-19.77,-5.135,0.0,5.85
3_standard_contraction_seed42,2410,-20.0,-19.75,-7.433,,
3_standard_contraction_seed42,2420,-20.0,-19.81,-4.471,,
3_standard_contraction_seed42,2430,-20.0,-19.8,-5.552,,
3_standard_contraction_seed42,2440,-20.0,-19.75,-8.297,,
3_standard_contraction_seed42,2450,-20.0,-19.79,-6.674,0.0,5.85
3_standard_contraction_seed42,2460,-20.0,-19.83,-7.035,,
3_standard_contraction_seed42,2470,-20.0,-19.81,-6.722,,
3_standard_contraction_seed42,2480,-20.0,-19.78,-6.421,,
3_standard_contraction_seed42,2490,-20.0,-19.78,-6.154,,
3_standard_contraction_seed42,2500,-20.0,-19.83,-6.399,0.0,5.85
3_standard_contraction_seed42,2510,-20.0,-19.78,-6.327,,
3_standard_contraction_seed42,2520,-20.0,-19.7,-6.089,,
3_standard_contraction_seed42,2530,-20.0,-19.82,-4.798,,
3_standard_contraction_seed42,2540,-20.0,-19.83,-5.382,,
3_standard_contraction_seed42,2550,-20.0,-19.78,-5.147,0.0,5.85
3_standard_contraction_seed42,2560,-20.0,-19.71,-7.388,,
3_standard_contraction_seed42,2570,-20.0,-19.75,-6.378,,
3_standard_contraction_seed42,2580,-20.0,-19.8,-6.747,,
3_standard_contraction_seed42,2590,-20.0,-19.82,-5.436,,
3_standard_contraction_seed42,2600,-20.0,-19.7,-7.342,0.0,5.85
3_standard_contraction_seed42,2610,-20.0,-19.78,-5.754,,
3_standard_contraction_seed42,2620,-20.0,-19.74,-7.06,,
3_standard_contraction_seed42,2630,-20.0,-19.75,-8.545,,
3_standard_contraction_seed42,2640,-20.0,-19.67,-7.034,,
3_standard_contraction_seed42,2650,-20.0,-19.69,-7.386,0.0,5.85
3_standard_contraction_seed42,2660,-20.0,-19.71,-6.723,,
3_standard_contraction_seed42,2670,-20.0,-19.83,-5.174,,
3_standard_contraction_seed42,2680,-20.0,-19.84,-6.741,,
3_standard_contraction_seed42,2690,-20.0,-19.84,-6.779,,
3_standard_contraction_seed42,2700,-20.0,-19.78,-6.37,0.0,5.85
